"id","code_insee","code_postal","ville"
20717,"53214","53390","ST ERBLON"
20718,"53215","53200","ST FORT"
20719,"53216","53300","ST FRAIMBAULT DE PRIERES"
20720,"53218","53600","STE GEMMES LE ROBERT"
20721,"53219","53100","ST GEORGES BUTTAVENT"
20722,"53220","53480","ST GEORGES LE FLECHARD"
20723,"53221","53600","ST GEORGES SUR ERVE"
20724,"53222","53240","ST GERMAIN D ANXURE"
20725,"53223","53700","ST GERMAIN DE COULAMER"
20726,"53224","53240","ST GERMAIN LE FOUILLOUX"
20727,"53225","53240","ST GERMAIN LE GUILLAUME"
20728,"53226","53380","ST HILAIRE DU MAINE"
20729,"53228","53270","ST JEAN SUR ERVE"
20730,"53229","53240","ST JEAN SUR MAYENNE"
20731,"53230","53110","ST JULIEN DU TERROUX"
20732,"53231","53290","ST LAURENT DES MORTIERS"
20733,"53232","53480","ST LEGER"
20734,"53233","53290","ST LOUP DU DORAT"
20735,"53234","53300","ST LOUP DU GAST"
20736,"53235","53110","STE MARIE DU BOIS"
20737,"53236","53700","ST MARS DU DESERT"
20738,"53237","53300","ST MARS SUR COLMONT"
20739,"53238","53220","ST MARS SUR LA FUTAIE"
20740,"53239","53160","ST MARTIN DE CONNEE"
20741,"53240","53800","ST MARTIN DU LIMET"
20742,"53241","53290","ST MICHEL DE FEINS"
20743,"53242","53350","ST MICHEL DE LA ROE"
20744,"53243","53410","ST OUEN DES TOITS"
20745,"53244","53150","ST OUEN DES VALLONS"
20746,"53245","53500","ST PIERRE DES LANDES"
20747,"53246","53370","ST PIERRE DES NIDS"
20748,"53247","53410","ST PIERRE LA COUR"
20749,"53248","53270","ST PIERRE SUR ERVE"
20750,"53249","53160","ST PIERRE SUR ORTHE"
20751,"53250","53540","ST POIX"
20752,"53251","53400","ST QUENTIN LES ANGES"
20753,"53252","53140","ST SAMSON"
20754,"53253","53800","ST SATURNIN DU LIMET"
20755,"53254","53360","ST SULPICE"
20756,"53255","53270","STE SUZANNE"
20757,"53256","53160","ST THOMAS DE COURCERIERS"
20758,"53257","53340","SAULGES"
20759,"53258","53800","LA SELLE CRAONNAISE"
20760,"53259","53390","SENONNES"
20761,"53260","53360","SIMPLE"
20762,"53261","53300","SOUCE"
20763,"53262","53210","SOULGE SUR OUETTE"
20764,"53263","53110","THUBOEUF"
20765,"53264","53270","THORIGNE EN CHARNIE"
20766,"53265","53270","TORCE VIVIERS EN CHARNIE"
20767,"53266","53160","TRANS"
20768,"53267","53480","VAIGES"
20769,"53269","53500","VAUTORTE"
20770,"53270","53120","VIEUVY"
20771,"53271","53700","VILLAINES LA JUHEL"
20772,"53272","53250","VILLEPAIL"
20773,"53273","53170","VILLIERS CHARLEMAGNE"
20774,"53274","53160","VIMARCE"
20775,"53276","53600","VOUTRE"
20776,"54001","54610","ABAUCOURT"
20777,"54002","54800","ABBEVILLE LES CONFLANS"
20778,"54003","54115","ABONCOURT"
20779,"54004","54800","AFFLEVILLE"
20780,"54005","54740","AFFRACOURT"
20781,"54006","54770","AGINCOURT"
20782,"54007","54460","AINGERAY"
20783,"54008","54170","ALLAIN"
20784,"54009","54800","ALLAMONT"
20785,"54010","54112","ALLAMPS"
20786,"54011","54260","ALLONDRELLE LA MALMAISON"
20787,"54012","54770","AMANCE"
20788,"54013","54450","AMENONCOURT"
20789,"54014","54450","ANCERVILLER"
20790,"54015","54560","ANDERNY"
20791,"54016","54200","ANDILLY"
20792,"54017","54540","ANGOMONT"
20793,"54018","54150","ANOUX"
20794,"54019","54470","ANSAUVILLE"
20795,"54020","54110","ANTHELUPT"
20796,"54021","54760","ARMAUCOURT"
20797,"54022","54530","ARNAVILLE"
20798,"54023","54370","ARRACOURT"
20799,"54024","54760","ARRAYE ET HAN"
20800,"54025","54510","ART SUR MEURTHE"
20801,"54026","54370","ATHIENVILLE"
20802,"54027","54700","ATTON"
20803,"54028","54580","AUBOUE"
20804,"54029","54560","AUDUN LE ROMAN"
20805,"54030","54450","AUTREPIERRE"
20806,"54031","54380","AUTREVILLE SUR MOSELLE"
20807,"54032","54160","AUTREY"
20808,"54033","54490","AVILLERS"
20809,"54034","54385","AVRAINVILLE"
20810,"54035","54450","AVRICOURT"
20811,"54036","54150","AVRIL"
20812,"54037","54210","AZELOT"
20813,"54038","54122","AZERAILLES"
20814,"54039","54120","BACCARAT"
20815,"54040","54540","BADONVILLER"
20816,"54041","54170","BAGNEUX"
20817,"54042","54290","BAINVILLE AUX MIROIRS"
20818,"54043","54550","BAINVILLE SUR MADON"
20819,"54044","54450","BARBAS"
20820,"54045","54360","BARBONVILLE"
20821,"54046","54170","BARISEY AU PLAIN"
20822,"54047","54170","BARISEY LA COTE"
20823,"54048","54150","LES BAROCHES"
20824,"54049","54620","BASLIEUX"
20825,"54050","54370","BATHELEMONT"
20826,"54051","54980","BATILLY"
20827,"54052","54115","BATTIGNY"
20828,"54053","54370","BAUZEMONT"
20829,"54054","54290","BAYON"
20830,"54055","54890","BAYONVILLE SUR MAD"
20831,"54056","54620","BAZAILLES"
20832,"54057","54470","BEAUMONT"
20833,"54058","54800","BECHAMPS"
20834,"54059","54610","BELLEAU"
20835,"54060","54940","BELLEVILLE"
20836,"54061","54450","BENAMENIL"
20837,"54062","54740","BENNEY"
20838,"54063","54470","BERNECOURT"
20839,"54064","54480","BERTRAMBOIS"
20840,"54065","54120","BERTRICHAMPS"
20841,"54066","54640","BETTAINVILLERS"
20842,"54067","54620","BEUVEILLE"
20843,"54068","54115","BEUVEZIN"
20844,"54069","54560","BEUVILLERS"
20845,"54070","54760","BEY SUR SEILLE"
20846,"54071","54370","BEZANGE LA GRANDE"
20847,"54072","54380","BEZAUMONT"
20848,"54073","54200","BICQUELEY"
20849,"54074","54300","BIENVILLE LA PETITE"
20850,"54075","54540","BIONVILLE"
20851,"54076","54360","BLAINVILLE SUR L EAU"
20852,"54077","54450","BLAMONT"
20853,"54078","54450","BLEMEREY"
20854,"54079","54700","BLENOD LES PONT A MOUSSON"
20855,"54080","54113","BLENOD LES TOUL"
20856,"54081","54620","BOISMONT"
20857,"54082","54800","BONCOURT"
20858,"54083","54300","BONVILLER"
20859,"54084","54111","MONT BONVILLERS"
20860,"54085","54290","BORVILLE"
20861,"54086","54200","BOUCQ"
20862,"54087","54470","BOUILLONVILLE"
20863,"54088","54200","BOUVRON"
20864,"54089","54770","BOUXIERES AUX CHENES"
20865,"54090","54136","BOUXIERES AUX DAMES"
20866,"54091","54700","BOUXIERES SOUS FROIDMONT"
20867,"54092","54930","BOUZANVILLE"
20868,"54093","54800","BRAINVILLE"
20869,"54094","54740","BRALLEVILLE"
20870,"54095","54610","BRATTE"
20871,"54096","54190","BREHAIN LA VILLE"
20872,"54097","54540","BREMENIL"
20873,"54098","54290","BREMONCOURT"
20874,"54099","54150","BRIEY"
20875,"54100","54280","BRIN SUR SEILLE"
20876,"54101","54120","BROUVILLE"
20877,"54102","54200","BRULEY"
20878,"54103","54800","BRUVILLE"
20879,"54104","54110","BUISSONCOURT"
20880,"54105","54113","BULLIGNY"
20881,"54106","54370","BURES"
20882,"54107","54450","BURIVILLE"
20883,"54108","54210","BURTHECOURT AUX CHENES"
20884,"54109","54134","CEINTREY"
20885,"54110","54420","CERVILLE"
20886,"54111","54230","CHALIGNY"
20887,"54112","54890","CHAMBLEY BUSSIERES"
20888,"54113","54280","CHAMPENOUX"
20889,"54114","54700","CHAMPEY SUR MOSELLE"
20890,"54115","54250","CHAMPIGNEULLES"
20891,"54116","54300","CHANTEHEUX"
20892,"54117","54330","CHAOUILLEY"
20893,"54118","54260","CHARENCY VEZIN"
20894,"54119","54470","CHAREY"
20895,"54120","54113","CHARMES LA COTE"
20896,"54121","54360","CHARMOIS"
20897,"54122","54200","CHAUDENEY SUR MOSELLE"
20898,"54123","54230","CHAVIGNY"
20899,"54124","54450","CHAZELLES SUR ALBE"
20900,"54125","54122","CHENEVIERES"
20901,"54126","54610","CHENICOURT"
20902,"54127","54720","CHENIERES"
20903,"54128","54200","CHOLOY MENILLOT"
20904,"54129","54480","CIREY SUR VEZOUZE"
20905,"54130","54290","CLAYEURES"
20906,"54131","54610","CLEMERY"
20907,"54132","54330","CLEREY SUR BRENON"
20908,"54133","54370","COINCOURT"
20909,"54134","54260","COLMEY"
20910,"54135","54170","COLOMBEY LES BELLES"
20911,"54136","54800","CONFLANS EN JARNISY"
20912,"54137","54870","CONS LA GRANDVILLE"
20913,"54138","54400","COSNES ET ROMAIN"
20914,"54139","54110","COURBESSEAUX"
20915,"54140","54930","COURCELLES"
20916,"54141","54210","COYVILLER"
20917,"54142","54740","CRANTENOY"
20918,"54143","54170","CREPEY"
20919,"54144","54290","CREVECHAMPS"
20920,"54145","54110","CREVIC"
20921,"54146","54113","CREZILLES"
20922,"54147","54300","CRION"
20923,"54148","54300","CROISMARE"
20924,"54149","54680","CRUSNES"
20925,"54150","54670","CUSTINES"
20926,"54151","54720","CUTRY"
20927,"54152","54360","DAMELEVIERES"
20928,"54153","54470","DAMPVITOUX"
20929,"54154","54120","DENEUVRE"
20930,"54155","54370","DEUXVILLE"
20931,"54156","54930","DIARVILLE"
20932,"54157","54380","DIEULOUARD"
20933,"54158","54170","DOLCOURT"
20934,"54159","54110","DOMBASLE SUR MEURTHE"
20935,"54160","54385","DOMEVRE EN HAYE"
20936,"54161","54450","DOMEVRE SUR VEZOUZE"
20937,"54162","54119","DOMGERMAIN"
20938,"54163","54450","DOMJEVIN"
20939,"54164","54115","DOMMARIE EULMONT"
20940,"54165","54130","DOMMARTEMONT"
20941,"54166","54470","DOMMARTIN LA CHAUSSEE"
20942,"54167","54200","DOMMARTIN LES TOUL"
20943,"54168","54770","DOMMARTIN SOUS AMANCE"
20944,"54169","54490","DOMPRIX"
20945,"54170","54290","DOMPTAIL EN L AIR"
20946,"54171","54800","DONCOURT LES CONFLANS"
20947,"54172","54620","DONCOURT LES LONGUYON"
20948,"54173","54370","DROUVILLE"
20949,"54174","54200","ECROUVES"
20950,"54175","54360","EINVAUX"
20951,"54176","54370","EINVILLE AU JARD"
20952,"54177","54370","EMBERMENIL"
20953,"54178","54260","EPIEZ SUR CHIERS"
20954,"54179","54610","EPLY"
20955,"54180","54280","ERBEVILLER SUR AMEZULE"
20956,"54181","54680","ERROUVILLE"
20957,"54182","54470","ESSEY ET MAIZERAIS"
20958,"54183","54830","ESSEY LA COTE"
20959,"54184","54270","ESSEY LES NANCY"
20960,"54185","54330","ETREVAL"
20961,"54186","54690","EULMONT"
20962,"54187","54470","EUVEZIN"
20963,"54188","54760","FAULX"
20964,"54189","54115","FAVIERES"
20965,"54190","54115","FECOCOURT"
20966,"54191","54540","FENNEVILLER"
20967,"54192","54210","FERRIERES"
20968,"54193","54470","FEY EN HAYE"
20969,"54194","54560","FILLIERES"
20970,"54195","54110","FLAINVAL"
20971,"54196","54630","FLAVIGNY SUR MOSELLE"
20972,"54197","54710","FLEVILLE DEVANT NANCY"
20973,"54198","54150","FLEVILLE LIXIERES"
20974,"54199","54122","FLIN"
20975,"54200","54470","FLIREY"
20976,"54201","54122","FONTENOY LA JOUTE"
20977,"54202","54840","FONTENOY SUR MOSELLE"
20978,"54203","54330","FORCELLES ST GORGON"
20979,"54204","54930","FORCELLES SOUS GUGNEY"
20980,"54205","54570","FOUG"
20981,"54206","54300","FRAIMBOIS"
20982,"54207","54930","FRAISNES EN SAINTOIS"
20983,"54208","54200","FRANCHEVILLE"
20984,"54209","54830","FRANCONVILLE"
20985,"54210","54450","FREMENIL"
20986,"54211","54450","FREMONVILLE"
20987,"54212","54260","FRESNOIS LA MONTAGNE"
20988,"54213","54800","FRIAUVILLE"
20989,"54214","54160","FROLOIS"
20990,"54215","54390","FROUARD"
20991,"54216","54290","FROVILLE"
20992,"54217","54120","GELACOURT"
20993,"54218","54115","GELAUCOURT"
20994,"54219","54110","GELLENONCOURT"
20995,"54220","54115","GEMONVILLE"
20996,"54221","54740","GERBECOURT ET HAPLEMONT"
20997,"54222","54830","GERBEVILLER"
20998,"54223","54170","GERMINY"
20999,"54224","54740","GERMONVILLE"
21000,"54225","54380","GEZONCOURT"
21001,"54226","54112","GIBEAUMEIX"
21002,"54227","54780","GIRAUMONT"
21003,"54228","54830","GIRIVILLER"
21004,"54229","54122","GLONVILLE"
21005,"54230","54450","GOGNEY"
21006,"54231","54800","GONDRECOURT AIX"
21007,"54232","54840","GONDREVILLE"
21008,"54233","54450","GONDREXON"
21009,"54234","54730","GORCY"
21010,"54235","54330","GOVILLER"
21011,"54236","54260","GRAND FAILLY"
21012,"54237","54115","GRIMONVILLER"
21013,"54238","54290","GRIPPORT"
21014,"54239","54380","GRISCOURT"
21015,"54240","54470","GROSROUVRES"
21016,"54241","54930","GUGNEY"
21017,"54242","54113","GYE"
21018,"54243","54120","HABLAINVILLE"
21019,"54244","54470","HAGEVILLE"
21020,"54245","54290","HAIGNEVILLE"
21021,"54246","54450","HALLOVILLE"
21022,"54247","54330","HAMMEVILLE"
21023,"54248","54470","HAMONVILLE"
21024,"54249","54800","HANNONVILLE SUZEMONT"
21025,"54250","54110","HARAUCOURT"
21026,"54251","54450","HARBOUEY"
21027,"54252","54740","HAROUE"
21028,"54253","54800","HATRIZE"
21029,"54254","54860","HAUCOURT MOULAINE"
21030,"54255","54830","HAUDONVILLE"
21031,"54256","54290","HAUSSONVILLE"
21032,"54257","54180","HEILLECOURT"
21033,"54258","54370","HENAMENIL"
21034,"54259","54450","HERBEVILLER"
21035,"54260","54300","HERIMENIL"
21036,"54261","54440","HERSERANGE"
21037,"54262","54370","HOEVILLE"
21038,"54263","54310","HOMECOURT"
21039,"54264","54330","HOUDELMONT"
21040,"54265","54180","HOUDEMONT"
21041,"54266","54330","HOUDREVILLE"
21042,"54268","54930","HOUSSEVILLE"
21043,"54269","54110","HUDIVILLER"
21044,"54270","54590","HUSSIGNY GODBRANGE"
21045,"54271","54450","IGNEY"
21046,"54272","54200","JAILLON"
21047,"54273","54800","JARNY"
21048,"54274","54140","JARVILLE LA MALGRANGE"
21049,"54275","54470","JAULNY"
21050,"54276","54114","JEANDELAINCOURT"
21051,"54277","54800","JEANDELIZE"
21052,"54278","54740","JEVONCOURT"
21053,"54279","54700","JEZAINVILLE"
21054,"54280","54240","JOEUF"
21055,"54281","54300","JOLIVET"
21056,"54282","54620","JOPPECOURT"
21057,"54283","54800","JOUAVILLE"
21058,"54284","54490","JOUDREVILLE"
21059,"54285","54370","JUVRECOURT"
21060,"54286","54800","LABRY"
21061,"54287","54120","LACHAPELLE"
21062,"54288","54200","LAGNEY"
21063,"54289","54770","LAITRE SOUS AMANCE"
21064,"54290","54720","LAIX"
21065,"54291","54115","LALOEUF"
21066,"54292","54300","LAMATH"
21067,"54293","54360","LANDECOURT"
21068,"54294","54380","LANDREMONT"
21069,"54295","54970","LANDRES"
21070,"54296","54280","LANEUVELOTTE"
21071,"54297","54370","LANEUVEVILLE AUX BOIS"
21072,"54298","54570","LANEUVEVILLE DERRIERE FOUG"
21073,"54299","54740","LANEUVEVILLE DEVANT BAYON"
21074,"54300","54410","LANEUVEVILLE DEVANT NANCY"
21075,"54301","54760","LANFROICOURT"
21076,"54302","54150","LANTEFONTAINE"
21077,"54303","54950","LARONXE"
21078,"54304","54520","LAXOU"
21079,"54305","54690","LAY ST CHRISTOPHE"
21080,"54306","54570","LAY ST REMY"
21081,"54307","54740","LEBEUVILLE"
21082,"54308","54450","LEINTREY"
21083,"54309","54740","LEMAINVILLE"
21084,"54310","54740","LEMENIL MITRY"
21085,"54311","54110","LENONCOURT"
21086,"54312","54700","LESMENILS"
21087,"54313","54610","LETRICOURT"
21088,"54314","54720","LEXY"
21089,"54315","54760","LEYR"
21090,"54316","54470","LIMEY REMENAUVILLE"
21091,"54317","54470","LIRONVILLE"
21092,"54318","54460","LIVERDUN"
21093,"54320","54700","LOISY"
21094,"54321","54810","LONGLAVILLE"
21095,"54322","54260","LONGUYON"
21096,"54323","54400","LONGWY"
21097,"54324","54290","LOREY"
21098,"54325","54290","LOROMONTZEY"
21099,"54326","54150","LUBEY"
21100,"54327","54200","LUCEY"
21101,"54328","54710","LUDRES"
21102,"54329","54300","LUNEVILLE"
21103,"54330","54210","LUPCOURT"
21104,"54331","54129","MAGNIERES"
21105,"54332","54700","MAIDIERES"
21106,"54333","54610","MAILLY SUR SEILLE"
21107,"54334","54150","MAIRY MAINVILLE"
21108,"54335","54370","MAIXE"
21109,"54336","54550","MAIZIERES"
21110,"54337","54560","MALAVILLERS"
21111,"54338","54670","MALLELOY"
21112,"54339","54220","MALZEVILLE"
21113,"54340","54470","MAMEY"
21114,"54341","54150","MANCE"
21115,"54342","54790","MANCIEULLES"
21116,"54343","54470","MANDRES AUX QUATRE TOURS"
21117,"54344","54290","MANGONVILLE"
21118,"54345","54210","MANONCOURT EN VERMOIS"
21119,"54346","54385","MANONCOURT EN WOEVRE"
21120,"54348","54385","MANONVILLE"
21121,"54349","54300","MANONVILLER"
21122,"54350","54300","MARAINVILLER"
21123,"54351","54820","MARBACHE"
21124,"54352","54230","MARON"
21125,"54353","54800","MARS LA TOUR"
21126,"54354","54330","MARTHEMONT"
21127,"54355","54380","MARTINCOURT"
21128,"54356","54830","MATTEXEY"
21129,"54357","54320","MAXEVILLE"
21130,"54358","54280","MAZERULLES"
21131,"54359","54360","MEHONCOURT"
21132,"54360","54200","MENIL LA TOUR"
21133,"54362","54960","MERCY LE BAS"
21134,"54363","54560","MERCY LE HAUT"
21135,"54364","54850","MEREVILLE"
21136,"54365","54120","MERVILLER"
21137,"54366","54850","MESSEIN"
21138,"54367","54135","MEXY"
21139,"54368","54540","MIGNEVILLE"
21140,"54369","54670","MILLERY"
21141,"54370","54385","MINORVILLE"
21142,"54371","54580","MOINEVILLE"
21143,"54372","54760","MOIVRONS"
21144,"54373","54300","MONCEL LES LUNEVILLE"
21145,"54374","54280","MONCEL SUR SEILLE"
21146,"54375","54700","MONTAUVILLE"
21147,"54376","54760","MONTENOY"
21148,"54377","54540","MONTIGNY"
21149,"54378","54870","MONTIGNY SUR CHIERS"
21150,"54379","54170","MONT L ETROIT"
21151,"54380","54113","MONT LE VIGNOBLE"
21152,"54381","54450","MONTREUX"
21153,"54382","54350","MONT ST MARTIN"
21154,"54383","54360","MONT SUR MEURTHE"
21155,"54385","54920","MORFONTAINE"
21156,"54386","54830","MORIVILLER"
21157,"54387","54700","MORVILLE SUR SEILLE"
21158,"54388","54370","MOUACOURT"
21159,"54389","54800","MOUAVILLE"
21160,"54390","54700","MOUSSON"
21161,"54391","54660","MOUTIERS"
21162,"54392","54113","MOUTROT"
21163,"54393","54118","MOYEN"
21164,"54394","54490","MURVILLE"
21165,"54395","54000","NANCY"
21166,"54395","54100","NANCY"
21167,"54396","54540","NEUFMAISONS"
21168,"54397","54230","NEUVES MAISONS"
21169,"54398","54540","NEUVILLER LES BADONVILLER"
21170,"54399","54290","NEUVILLER SUR MOSELLE"
21171,"54400","54610","NOMENY"
21172,"54401","54450","NONHIGNY"
21173,"54402","54150","NORROY LE SEC"
21174,"54403","54700","NORROY LES PONT A MOUSSON"
21175,"54404","54385","NOVIANT AUX PRES"
21176,"54405","54170","OCHEY"
21177,"54406","54450","OGEVILLER"
21178,"54407","54330","OGNEVILLE"
21179,"54408","54800","OLLEY"
21180,"54409","54330","OMELMONT"
21181,"54410","54890","ONVILLE"
21182,"54411","54740","ORMES ET VILLE"
21183,"54412","54260","OTHE"
21184,"54413","54150","OZERAILLES"
21185,"54414","54200","PAGNEY DERRIERE BARINE"
21186,"54415","54530","PAGNY SUR MOSELLE"
21187,"54416","54470","PANNES"
21188,"54417","54330","PAREY ST CESAIRE"
21189,"54418","54370","PARROY"
21190,"54419","54480","PARUX"
21191,"54420","54260","PETIT FAILLY"
21192,"54421","54480","PETITMONT"
21193,"54422","54120","PETTONVILLE"
21194,"54423","54540","PEXONNE"
21195,"54424","54610","PHLIN"
21196,"54425","54490","PIENNES"
21197,"54426","54200","PIERRE LA TREICHE"
21198,"54427","54540","PIERRE PERCEE"
21199,"54428","54620","PIERREPONT"
21200,"54429","54160","PIERREVILLE"
21201,"54430","54340","POMPEY"
21202,"54431","54700","PONT A MOUSSON"
21203,"54432","54550","PONT ST VINCENT"
21204,"54433","54700","PORT SUR SEILLE"
21205,"54434","54116","PRAYE"
21206,"54435","54530","PRENY"
21207,"54436","54490","PREUTIN HIGNY"
21208,"54437","54160","PULLIGNY"
21209,"54438","54115","PULNEY"
21210,"54439","54425","PULNOY"
21211,"54440","54800","PUXE"
21212,"54441","54800","PUXIEUX"
21213,"54442","54330","QUEVILLONCOURT"
21214,"54443","54540","RAON LES LEAU"
21215,"54444","54610","RAUCOURT"
21216,"54445","54370","RAVILLE SUR SANON"
21217,"54446","54370","RECHICOURT LA PETITE"
21218,"54447","54450","RECLONVILLE"
21219,"54449","54300","REHAINVILLER"
21220,"54450","54120","REHERREY"
21221,"54451","54430","REHON"
21222,"54452","54450","REILLON"
21223,"54453","54470","REMBERCOURT SUR MAD"
21224,"54455","54830","REMENOVILLE"
21225,"54456","54110","REMEREVILLE"
21226,"54457","54370","REMONCOURT"
21227,"54458","54450","REPAIX"
21228,"54459","54630","RICHARDMENIL"
21229,"54460","54380","ROGEVILLE"
21230,"54461","54360","ROMAIN"
21231,"54462","54110","ROSIERES AUX SALINES"
21232,"54463","54385","ROSIERES EN HAYE"
21233,"54464","54610","ROUVES"
21234,"54465","54290","ROVILLE DEVANT BAYON"
21235,"54466","54200","ROYAUMEIX"
21236,"54467","54290","ROZELIEURES"
21237,"54468","54210","SAFFAIS"
21238,"54469","54580","ST AIL"
21239,"54470","54470","ST BAUSSANT"
21240,"54471","54290","ST BOINGT"
21241,"54472","54950","ST CLEMENT"
21242,"54473","54930","ST FIRMIN"
21243,"54474","54700","STE GENEVIEVE"
21244,"54475","54290","ST GERMAIN"
21245,"54476","54260","ST JEAN LES LONGUYON"
21246,"54477","54470","ST JULIEN LES GORZE"
21247,"54478","54800","ST MARCEL"
21248,"54479","54290","ST MARD"
21249,"54480","54450","ST MARTIN"
21250,"54481","54540","ST MAURICE AUX FORGES"
21251,"54482","54130","ST MAX"
21252,"54483","54210","ST NICOLAS DE PORT"
21253,"54484","54540","STE POLE"
21254,"54485","54730","ST PANCRE"
21255,"54486","54740","ST REMIMONT"
21256,"54487","54290","ST REMY AUX BOIS"
21257,"54488","54480","ST SAUVEUR"
21258,"54489","54620","ST SUPPLET"
21259,"54490","54380","SAIZERAIS"
21260,"54491","54560","SANCY"
21261,"54492","54200","SANZEY"
21262,"54493","54650","SAULNES"
21263,"54494","54115","SAULXEROTTE"
21264,"54495","54420","SAULXURES LES NANCY"
21265,"54496","54170","SAULXURES LES VANNES"
21266,"54497","54330","SAXON SION"
21267,"54498","54280","SEICHAMPS"
21268,"54499","54470","SEICHEPREY"
21269,"54500","54170","SELAINCOURT"
21270,"54501","54830","SERANVILLE"
21271,"54502","54370","SERRES"
21272,"54504","54560","SERROUVILLE"
21273,"54505","54550","SEXEY AUX FORGES"
21274,"54506","54840","SEXEY LES BOIS"
21275,"54507","54300","SIONVILLER"
21276,"54508","54610","SIVRY"
21277,"54509","54110","SOMMERVILLER"
21278,"54510","54280","SORNEVILLE"
21279,"54511","54800","SPONVILLE"
21280,"54512","54480","TANCONVILLE"
21281,"54513","54116","TANTONVILLE"
21282,"54514","54260","TELLANCOURT"
21283,"54515","54330","THELOD"
21284,"54516","54930","THEY SOUS VAUDEMONT"
21285,"54517","54610","THEZEY ST MARTIN"
21286,"54518","54470","THIAUCOURT REGNIEVILLE"
21287,"54519","54120","THIAVILLE SUR MEURTHE"
21288,"54520","54300","THIEBAUMENIL"
21289,"54521","54880","THIL"
21290,"54522","54115","THOREY LYAUTEY"
21291,"54523","54170","THUILLEY AUX GROSEILLES"
21292,"54524","54800","THUMEREVILLE"
21293,"54525","54190","TIERCELET"
21294,"54526","54510","TOMBLAINE"
21295,"54527","54210","TONNOY"
21296,"54528","54200","TOUL"
21297,"54529","54115","TRAMONT EMY"
21298,"54530","54115","TRAMONT LASSUS"
21299,"54531","54115","TRAMONT ST ANDRE"
21300,"54532","54385","TREMBLECOURT"
21301,"54533","54750","TRIEUX"
21302,"54534","54570","TRONDES"
21303,"54535","54800","TRONVILLE"
21304,"54536","54640","TUCQUEGNIEUX"
21305,"54537","54870","UGNY"
21306,"54538","54112","URUFFE"
21307,"54539","54540","VACQUEVILLE"
21308,"54540","54480","VAL ET CHATILLON"
21309,"54541","54370","VALHEY"
21310,"54542","54910","VALLEROY"
21311,"54543","54830","VALLOIS"
21312,"54544","54890","VANDELAINVILLE"
21313,"54545","54115","VANDELEVILLE"
21314,"54546","54121","VANDIERES"
21315,"54547","54500","VANDOEUVRE LES NANCY"
21316,"54548","54112","VANNES LE CHATEL"
21317,"54549","54110","VARANGEVILLE"
21318,"54550","54122","VATHIMENIL"
21319,"54551","54370","VAUCOURT"
21320,"54552","54330","VAUDEMONT"
21321,"54553","54740","VAUDEVILLE"
21322,"54554","54740","VAUDIGNY"
21323,"54555","54120","VAXAINVILLE"
21324,"54556","54450","VEHO"
21325,"54557","54840","VELAINE EN HAYE"
21326,"54558","54280","VELAINE SOUS AMANCE"
21327,"54559","54290","VELLE SUR MOSELLE"
21328,"54560","54540","VENEY"
21329,"54561","54830","VENNEZEY"
21330,"54562","54450","VERDENAL"
21331,"54563","54330","VEZELISE"
21332,"54564","54470","VIEVILLE EN HAYE"
21333,"54565","54360","VIGNEULLES"
21334,"54566","54700","VILCEY SUR TREY"
21335,"54567","54290","VILLACOURT"
21336,"54568","54620","VILLE AU MONTOIS"
21337,"54569","54380","VILLE AU VAL"
21338,"54570","54890","VILLECEY SUR MAD"
21339,"54571","54210","VILLE EN VERMOIS"
21340,"54572","54730","VILLE HOUDLEMONT"
21341,"54573","54380","VILLERS EN HAYE"
21342,"54574","54870","VILLERS LA CHEVRE"
21343,"54575","54920","VILLERS LA MONTAGNE"
21344,"54576","54260","VILLERS LE ROND"
21345,"54577","54760","VILLERS LES MOIVRONS"
21346,"54578","54600","VILLERS LES NANCY"
21347,"54579","54700","VILLERS SOUS PRENY"
21348,"54580","54190","VILLERUPT"
21349,"54581","54800","VILLE SUR YRON"
21350,"54582","54260","VILLETTE"
21351,"54583","54840","VILLEY LE SEC"
21352,"54584","54200","VILLEY ST ETIENNE"
21353,"54585","54290","VIRECOURT"
21354,"54586","54123","VITERNE"
21355,"54587","54330","VITREY"
21356,"54588","54300","VITRIMONT"
21357,"54589","54700","VITTONVILLE"
21358,"54590","54260","VIVIERS SUR CHIERS"
21359,"54591","54134","VOINEMONT"
21360,"54592","54330","VRONCOURT"
21361,"54593","54890","WAVILLE"
21362,"54594","54470","XAMMES"
21363,"54595","54300","XERMAMENIL"
21364,"54596","54990","XEUILLEY"
21365,"54597","54740","XIROCOURT"
21366,"54598","54490","XIVRY CIRCOURT"
21367,"54599","54800","XONVILLE"
21368,"54600","54370","XOUSSE"
21369,"54601","54370","XURES"
21370,"54602","54620","HAN DEVANT PIERREPONT"
21371,"55001","55130","ABAINVILLE"
21372,"55002","55400","ABAUCOURT HAUTECOURT"
21373,"55004","55110","AINCREVILLE"
21374,"55005","55130","AMANTY"
21375,"55007","55300","AMBLY SUR MEUSE"
21376,"55008","55230","AMEL SUR L ETANG"
21377,"55009","55320","ANCEMONT"
21378,"55010","55170","ANCERVILLE"
21379,"55011","55800","ANDERNAY"
21380,"55012","55300","APREMONT LA FORET"
21381,"55013","55230","ARRANCY SUR CRUSNE"
21382,"55014","55120","AUBREVILLE"
21383,"55015","55170","AULNOIS EN PERTHOIS"
21384,"55017","55120","AUTRECOURT SUR AIRE"
21385,"55018","55700","AUTREVILLE ST LAMBERT"
