"id","code_insee","code_postal","ville"
11975,"31027","31190","AURIBAIL"
11976,"31028","31420","AURIGNAC"
11977,"31029","31570","AURIN"
11978,"31030","31260","AUSSEING"
11979,"31031","31210","AUSSON"
11980,"31032","31840","AUSSONNE"
11981,"31033","31190","AUTERIVE"
11982,"31034","31360","AUZAS"
11983,"31035","31320","AUZEVILLE TOLOSANE"
11984,"31036","31650","AUZIELLE"
11985,"31037","31290","AVIGNONET LAURAGAIS"
11986,"31038","31380","AZAS"
11987,"31039","31420","BACHAS"
11988,"31040","31440","BACHOS"
11989,"31041","31510","BAGIRY"
11990,"31042","31110","BAGNERES DE LUCHON"
11991,"31043","31580","BALESTA"
11992,"31044","31130","BALMA"
11993,"31045","31510","BARBAZAN"
11994,"31046","31440","BAREN"
11995,"31047","31310","BAX"
11996,"31048","31450","BAZIEGE"
11997,"31049","31380","BAZUS"
11998,"31050","31360","BEAUCHALOT"
11999,"31051","31370","BEAUFORT"
12000,"31052","31870","BEAUMONT SUR LEZE"
12001,"31053","31850","BEAUPUY"
12002,"31054","31290","BEAUTEVILLE"
12003,"31055","31460","BEAUVILLE"
12004,"31056","31700","BEAUZELLE"
12005,"31057","31450","BELBERAUD"
12006,"31058","31450","BELBEZE DE LAURAGAIS"
12007,"31059","31260","BELBEZE EN COMMINGES"
12008,"31060","31540","BELESTA EN LAURAGAIS"
12009,"31061","31530","BELLEGARDE STE MARIE"
12010,"31062","31480","BELLESSERRE"
12011,"31063","31420","BENQUE"
12012,"31064","31110","BENQUE DESSOUS ET DESSUS"
12013,"31065","31370","BERAT"
12014,"31066","31660","BESSIERES"
12015,"31067","31440","BEZINS GARRAUX"
12016,"31068","31110","BILLIERE"
12017,"31069","31700","BLAGNAC"
12018,"31070","31350","BLAJAN"
12019,"31071","31390","BOIS DE LA PIERRE"
12020,"31072","31230","BOISSEDE"
12021,"31073","31340","BONDIGOUX"
12022,"31074","31590","BONREPOS RIQUET"
12023,"31075","31470","BONREPOS SUR AUSSONNELLE"
12024,"31076","31210","BORDES DE RIVIERE"
12025,"31077","31340","LE BORN"
12026,"31078","31580","BOUDRAC"
12027,"31079","31620","BOULOC"
12028,"31080","31350","BOULOGNE SUR GESSE"
12029,"31081","31110","BOURG D OUEIL"
12030,"31082","31570","BOURG ST BERNARD"
12031,"31083","31420","BOUSSAN"
12032,"31084","31360","BOUSSENS"
12033,"31085","31160","BOUTX"
12034,"31085","31440","BOUTX"
12035,"31086","31420","BOUZIN"
12036,"31087","31470","BRAGAYRAC"
12037,"31088","31490","BRAX"
12038,"31089","31530","BRETX"
12039,"31090","31480","BRIGNEMONT"
12040,"31091","31150","BRUGUIERES"
12041,"31092","31440","BURGALAYS"
12042,"31093","31330","LE BURGAUD"
12043,"31094","31660","BUZET SUR TARN"
12044,"31095","31160","CABANAC CAZAUX"
12045,"31096","31480","CABANAC SEGUENVILLE"
12046,"31097","31460","LE CABANIAL"
12047,"31098","31480","CADOURS"
12048,"31099","31560","CAIGNAC"
12049,"31100","31560","CALMONT"
12050,"31101","31470","CAMBERNARD"
12051,"31102","31460","CAMBIAC"
12052,"31103","31310","CANENS"
12053,"31104","31410","CAPENS"
12054,"31105","31460","CARAGOUDES"
12055,"31106","31460","CARAMAN"
12056,"31107","31390","CARBONNE"
12057,"31108","31350","CARDEILHAC"
12058,"31109","31420","CASSAGNABERE TOURNAS"
12059,"31110","31260","CASSAGNE"
12060,"31111","31310","CASTAGNAC"
12061,"31112","31260","CASTAGNEDE"
12062,"31113","31320","CASTANET TOLOSAN"
12063,"31114","31160","CASTELBIAGUE"
12064,"31115","31230","CASTELGAILLARD"
12065,"31116","31780","CASTELGINEST"
12066,"31117","31180","CASTELMAUROU"
12067,"31118","31620","CASTELNAU D ESTRETEFONDS"
12068,"31119","31430","CASTELNAU PICAMPEAU"
12069,"31120","31530","LE CASTERA"
12070,"31121","31350","CASTERA VIGNOLES"
12071,"31122","31430","CASTIES LABRANDE"
12072,"31123","31110","CASTILLON DE LARBOUST"
12073,"31124","31360","CASTILLON DE ST MARTORY"
12074,"31125","31110","CATHERVIELLE"
12075,"31126","31480","CAUBIAC"
12076,"31127","31110","CAUBOUS"
12077,"31128","31190","CAUJAC"
12078,"31129","31110","CAZARIL LASPENES"
12079,"31130","31580","CAZARIL TAMBOURES"
12080,"31131","31160","CAZAUNOUS"
12081,"31132","31440","CAZAUX LAYRISSE"
12082,"31133","31110","CAZEAUX DE LARBOUST"
12083,"31134","31420","CAZENEUVE MONTAUT"
12084,"31135","31220","CAZERES"
12085,"31136","31620","CEPET"
12086,"31137","31290","CESSALES"
12087,"31138","31350","CHARLAS"
12088,"31139","31440","CHAUM"
12089,"31140","31160","CHEIN DESSUS"
12090,"31141","31350","CIADOUX"
12091,"31142","31110","CIER DE LUCHON"
12092,"31143","31510","CIER DE RIVIERE"
12093,"31144","31440","CIERP GAUD"
12094,"31145","31550","CINTEGABELLE"
12095,"31146","31110","CIRES"
12096,"31147","31210","CLARAC"
12097,"31148","31810","CLERMONT LE FORT"
12098,"31149","31770","COLOMIERS"
12099,"31150","31700","CORNEBARRIEU"
12100,"31151","31450","CORRONSAC"
12101,"31152","31230","COUEILLES"
12102,"31153","31220","COULADERE"
12103,"31155","31160","COURET"
12104,"31156","31480","COX"
12105,"31157","31270","CUGNAUX"
12106,"31158","31210","CUGURON"
12107,"31159","31210","LE CUING"
12108,"31160","31700","DAUX"
12109,"31161","31450","DEYME"
12110,"31162","31450","DONNEVILLE"
12111,"31163","31280","DREMIL LAFAGE"
12112,"31164","31480","DRUDAS"
12113,"31165","31600","EAUNES"
12114,"31166","31470","EMPEAUX"
12115,"31167","31160","ENCAUSSE LES THERMES"
12116,"31168","31420","EOUX"
12117,"31169","31750","ESCALQUENS"
12118,"31170","31350","ESCANECRABE"
12119,"31171","31450","ESPANES"
12120,"31172","31420","ESPARRON"
12121,"31173","31190","ESPERCE"
12122,"31174","31160","ESTADENS"
12123,"31175","31800","ESTANCARBON"
12124,"31176","31440","ESTENOS"
12125,"31177","31440","EUP"
12126,"31178","31230","FABAS"
12127,"31179","31460","LE FAGET"
12128,"31180","31540","FALGA"
12129,"31181","31410","LE FAUGA"
12130,"31182","31150","FENOUILLET"
12131,"31183","31260","FIGAROL"
12132,"31184","31130","FLOURENS"
12133,"31185","31290","FOLCARDE"
12134,"31186","31140","FONBEAUZARD"
12135,"31187","31470","FONSORBES"
12136,"31188","31470","FONTENILLES"
12137,"31189","31370","FORGUES"
12138,"31190","31440","FOS"
12139,"31191","31160","FOUGARON"
12140,"31192","31450","FOURQUEVAUX"
12141,"31193","31430","LE FOUSSERET"
12142,"31194","31460","FRANCARVILLE"
12143,"31195","31260","FRANCAZAL"
12144,"31196","31420","FRANCON"
12145,"31197","31210","FRANQUEVIELLE"
12146,"31198","31360","LE FRECHET"
12147,"31199","31440","FRONSAC"
12148,"31200","31510","FRONTIGNAN DE COMMINGES"
12149,"31201","31230","FRONTIGNAN SAVES"
12150,"31202","31620","FRONTON"
12151,"31203","31270","FROUZINS"
12152,"31204","31430","FUSTIGNAC"
12153,"31205","31150","GAGNAC SUR GARONNE"
12154,"31206","31550","GAILLAC TOULZA"
12155,"31207","31510","GALIE"
12156,"31208","31160","GANTIES"
12157,"31209","31480","GARAC"
12158,"31210","31290","GARDOUCH"
12159,"31211","31620","GARGAS"
12160,"31212","31380","GARIDECH"
12161,"31213","31110","GARIN"
12162,"31215","31590","GAURE"
12163,"31216","31380","GEMIL"
12164,"31217","31510","GENOS"
12165,"31218","31350","GENSAC DE BOULOGNE"
12166,"31219","31310","GENSAC SUR GARONNE"
12167,"31220","31560","GIBEL"
12168,"31221","31110","GOUAUX DE LARBOUST"
12169,"31222","31110","GOUAUX DE LUCHON"
12170,"31223","31230","GOUDEX"
12171,"31224","31210","GOURDAN POLIGNAN"
12172,"31225","31310","GOUTEVERNISSE"
12173,"31226","31310","GOUZENS"
12174,"31227","31120","GOYRANS"
12175,"31228","31380","GRAGNAGUE"
12176,"31229","31430","GRATENS"
12177,"31230","31150","GRATENTOUR"
12178,"31231","31190","GRAZAC"
12179,"31232","31330","GRENADE"
12180,"31233","31190","GREPIAC"
12181,"31234","31480","LE GRES"
12182,"31235","31440","GURAN"
12183,"31236","31160","HERRAN"
12184,"31237","31260","HIS"
12185,"31238","31210","HUOS"
12186,"31239","31230","L ISLE EN DODON"
12187,"31240","31450","ISSUS"
12188,"31241","31160","IZAUT DE L HOTEL"
12189,"31242","31110","JURVIELLE"
12190,"31243","31540","JUZES"
12191,"31244","31110","JUZET DE LUCHON"
12192,"31245","31160","JUZET D IZAUT"
12193,"31246","31800","LABARTHE INARD"
12194,"31247","31800","LABARTHE RIVIERE"
12195,"31248","31860","LABARTHE SUR LEZE"
12196,"31249","31450","LABASTIDE BEAUVOIR"
12197,"31250","31370","LABASTIDE CLERMONT"
12198,"31251","31230","LABASTIDE PAUMES"
12199,"31252","31620","LABASTIDE ST SERNIN"
12200,"31253","31600","LABASTIDETTE"
12201,"31254","31670","LABEGE"
12202,"31255","31510","LABROQUERE"
12203,"31256","31190","LABRUYERE DORSA"
12204,"31258","31390","LACAUGNE"
12205,"31259","31120","LACROIX FALGARDE"
12206,"31260","31360","LAFFITE TOUPIERE"
12207,"31261","31390","LAFITTE VIGORDANE"
12208,"31262","31290","LAGARDE"
12209,"31263","31870","LAGARDELLE SUR LEZE"
12210,"31264","31190","LAGRACE DIEU"
12211,"31265","31480","LAGRAULET ST NICOLAS"
12212,"31266","31370","LAHAGE"
12213,"31267","31310","LAHITERE"
12214,"31268","31800","LALOURET LAFFITEAU"
12215,"31269","31600","LAMASQUERE"
12216,"31270","31800","LANDORTHE"
12217,"31271","31570","LANTA"
12218,"31272","31310","LAPEYRERE"
12219,"31273","31180","LAPEYROUSE FOSSAT"
12220,"31274","31800","LARCAN"
12221,"31275","31480","LAREOLE"
12222,"31276","31580","LARROQUE"
12223,"31277","31530","LASSERRE"
12224,"31278","31800","LATOUE"
12225,"31279","31310","LATOUR"
12226,"31280","31310","LATRAPE"
12227,"31281","31330","LAUNAC"
12228,"31282","31140","LAUNAGUET"
12229,"31283","31370","LAUTIGNAC"
12230,"31284","31650","LAUZERVILLE"
12231,"31285","31590","LAVALETTE"
12232,"31286","31220","LAVELANET DE COMMINGES"
12233,"31287","31410","LAVERNOSE LACASSE"
12234,"31288","31340","LAYRAC SUR TARN"
12235,"31289","31580","LECUSSAN"
12236,"31290","31440","LEGE"
12237,"31291","31490","LEGUEVIN"
12238,"31292","31220","LESCUNS"
12239,"31293","31150","LESPINASSE"
12240,"31294","31160","LESPITEAU"
12241,"31295","31350","LESPUGUE"
12242,"31296","31360","LESTELLE DE ST MARTORY"
12243,"31297","31530","LEVIGNAC"
12244,"31298","31440","LEZ"
12245,"31299","31600","LHERM"
12246,"31300","31800","LIEOUX"
12247,"31301","31230","LILHAC"
12248,"31302","31800","LODES"
12249,"31303","31410","LONGAGES"
12250,"31304","31460","LOUBENS LAURAGAIS"
12251,"31305","31580","LOUDET"
12252,"31306","31510","LOURDE"
12253,"31307","31350","LUNAX"
12254,"31308","31510","LUSCAN"
12255,"31309","31430","LUSSAN ADEILHAC"
12256,"31310","31290","LUX"
12257,"31311","31340","LA MAGDELAINE SUR TARN"
12258,"31312","31310","MAILHOLAS"
12259,"31313","31510","MALVEZIE"
12260,"31314","31360","MANCIOUX"
12261,"31315","31260","MANE"
12262,"31316","31440","MARIGNAC"
12263,"31317","31430","MARIGNAC LASCLARES"
12264,"31318","31220","MARIGNAC LASPEYRES"
12265,"31319","31550","MARLIAC"
12266,"31320","31390","MARQUEFAVE"
12267,"31321","31260","MARSOULAS"
12268,"31322","31230","MARTISSERRE"
12269,"31323","31210","MARTRES DE RIVIERE"
12270,"31324","31220","MARTRES TOLOSANE"
12271,"31325","31460","MASCARVILLE"
12272,"31326","31310","MASSABRAC"
12273,"31327","31220","MAURAN"
12274,"31328","31290","MAUREMONT"
12275,"31329","31540","MAURENS"
12276,"31330","31190","MAURESSAC"
12277,"31331","31460","MAUREVILLE"
12278,"31332","31190","MAUVAISIN"
12279,"31333","31230","MAUVEZIN"
12280,"31334","31410","MAUZAC"
12281,"31335","31110","MAYREGNE"
12282,"31336","31260","MAZERES SUR SALAT"
12283,"31337","31440","MELLES"
12284,"31338","31530","MENVILLE"
12285,"31339","31530","MERENVIELLE"
12286,"31340","31320","MERVILLA"
12287,"31341","31330","MERVILLE"
12288,"31342","31160","MILHAS"
12289,"31343","31230","MIRAMBEAU"
12290,"31344","31800","MIRAMONT DE COMMINGES"
12291,"31345","31190","MIREMONT"
12292,"31346","31340","MIREPOIX SUR TARN"
12293,"31347","31230","MOLAS"
12294,"31348","31160","MONCAUP"
12295,"31349","31220","MONDAVEZAN"
12296,"31350","31350","MONDILHAN"
12297,"31351","31700","MONDONVILLE"
12298,"31352","31850","MONDOUZIL"
12299,"31353","31370","MONES"
12300,"31354","31560","MONESTROL"
12301,"31355","31280","MONS"
12302,"31356","31530","MONTAIGUT SUR SAVE"
12303,"31357","31160","MONTASTRUC DE SALIES"
12304,"31358","31380","MONTASTRUC LA CONSEILLERE"
12305,"31359","31370","MONTASTRUC SAVES"
12306,"31360","31110","MONTAUBAN DE LUCHON"
12307,"31361","31410","MONTAUT"
12308,"31362","31220","MONTBERAUD"
12309,"31363","31230","MONTBERNARD"
12310,"31364","31140","MONTBERON"
12311,"31365","31310","MONTBRUN BOCAGE"
12312,"31366","31450","MONTBRUN LAURAGAIS"
12313,"31367","31220","MONTCLAR DE COMMINGES"
12314,"31368","31290","MONTCLAR LAURAGAIS"
12315,"31369","31510","MONT DE GALIE"
12316,"31370","31430","MONTEGUT BOURJAC"
12317,"31371","31540","MONTEGUT LAURAGAIS"
12318,"31372","31260","MONTESPAN"
12319,"31373","31230","MONTESQUIEU GUITTAUT"
12320,"31374","31450","MONTESQUIEU LAURAGAIS"
12321,"31375","31310","MONTESQUIEU VOLVESTRE"
12322,"31376","31260","MONTGAILLARD DE SALIES"
12323,"31377","31290","MONTGAILLARD LAURAGAIS"
12324,"31378","31350","MONTGAILLARD SUR SAVE"
12325,"31379","31410","MONTGAZIN"
12326,"31380","31560","MONTGEARD"
12327,"31381","31450","MONTGISCARD"
12328,"31382","31370","MONTGRAS"
12329,"31383","31380","MONTJOIRE"
12330,"31384","31450","MONTLAUR"
12331,"31385","31350","MONTMAURIN"
12332,"31386","31420","MONTOULIEU ST BERNARD"
12333,"31387","31430","MONTOUSSIN"
12334,"31388","31380","MONTPITOL"
12335,"31389","31850","MONTRABE"
12336,"31390","31210","MONTREJEAU"
12337,"31391","31260","MONTSAUNES"
12338,"31392","31460","MOURVILLES BASSES"
12339,"31393","31540","MOURVILLES HAUTES"
12340,"31394","31110","MOUSTAJON"
12341,"31395","31600","MURET"
12342,"31396","31560","NAILLOUX"
12343,"31397","31350","NENIGAN"
12344,"31398","31350","NIZAN GESSE"
12345,"31399","31410","NOE"
12346,"31400","31540","NOGARET"
12347,"31401","31450","NOUEILLES"
12348,"31402","31450","ODARS"
12349,"31403","31330","ONDES"
12350,"31404","31110","OO"
12351,"31405","31510","ORE"
12352,"31406","31220","PALAMINY"
12353,"31407","31380","PAULHAC"
12354,"31408","31510","PAYSSOUS"
12355,"31409","31320","PECHABOU"
12356,"31410","31140","PECHBONNIEU"
12357,"31411","31320","PECHBUSQUE"
12358,"31412","31350","PEGUILHAN"
12359,"31413","31480","PELLEPORT"
12360,"31414","31420","PEYRISSAS"
12361,"31415","31420","PEYROUZET"
12362,"31416","31390","PEYSSIES"
12363,"31417","31820","PIBRAC"
12364,"31418","31130","PIN BALMA"
12365,"31419","31370","LE PIN MURELET"
12366,"31420","31120","PINSAGUEL"
12367,"31421","31860","PINS JUSTARET"
12368,"31422","31220","PLAGNE"
12369,"31423","31370","PLAGNOLE"
12370,"31424","31830","PLAISANCE DU TOUCH"
12371,"31425","31220","LE PLAN"
12372,"31426","31210","POINTIS DE RIVIERE"
12373,"31427","31800","POINTIS INARD"
12374,"31428","31430","POLASTRON"
12375,"31429","31450","POMPERTUZAT"
12376,"31430","31210","PONLAT TAILLEBOURG"
12377,"31431","31160","PORTET D ASPET"
12378,"31432","31110","PORTET DE LUCHON"
12379,"31433","31120","PORTET SUR GARONNE"
12380,"31434","31110","POUBEAU"
12381,"31435","31370","POUCHARRAMET"
12382,"31436","31430","POUY DE TOUGES"
12383,"31437","31450","POUZE"
12384,"31438","31530","PRADERE LES BOURGUETS"
12385,"31439","31570","PRESERVILLE"
12386,"31440","31360","PROUPIARY"
12387,"31441","31460","PRUNET"
12388,"31442","31190","PUYDANIEL"
12389,"31443","31230","PUYMAURIN"
12390,"31444","31480","PUYSSEGUR"
12391,"31445","31130","QUINT FONSEGRIVES"
12392,"31446","31520","RAMONVILLE ST AGNE"
12393,"31447","31160","RAZECUEILLE"
12394,"31448","31320","REBIGUE"
12395,"31449","31800","REGADES"
12396,"31450","31290","RENNEVILLE"
12397,"31451","31250","REVEL"
12398,"31452","31800","RIEUCAZE"
12399,"31453","31290","RIEUMAJOU"
12400,"31454","31370","RIEUMES"
12401,"31455","31310","RIEUX VOLVESTRE"
12402,"31456","31230","RIOLAS"
12403,"31457","31360","ROQUEFORT SUR GARONNE"
12404,"31458","31120","ROQUES"
12405,"31459","31380","ROQUESERIERE"
12406,"31460","31120","ROQUETTES"
12407,"31461","31160","ROUEDE"
12408,"31462","31180","ROUFFIAC TOLOSAN"
12409,"31463","31540","ROUMENS"
12410,"31464","31370","SABONNERES"
12411,"31465","31110","SACCOURVIELLE"
12412,"31466","31470","SAIGUEDE"
12413,"31467","31140","ST ALBAN"
12414,"31468","31420","ST ANDRE"
12415,"31469","31430","ST ARAILLE"
12416,"31470","31110","ST AVENTIN"
12417,"31471","31440","ST BEAT"
12418,"31472","31510","ST BERTRAND DE COMMINGES"
12419,"31473","31330","ST CEZERT"
12420,"31474","31310","ST CHRISTAUD"
12421,"31475","31600","ST CLAR DE RIVIERE"
12422,"31476","31430","ST ELIX LE CHATEAU"
12423,"31477","31420","ST ELIX SEGLAN"
12424,"31478","31540","ST FELIX LAURAGAIS"
12425,"31479","31350","ST FERREOL DE COMMINGES"
12426,"31480","31570","STE FOY D AIGREFEUILLE"
12427,"31481","31470","STE FOY DE PEYROLIERES"
12428,"31482","31230","ST FRAJOU"
12429,"31483","31800","ST GAUDENS"
12430,"31484","31180","ST GENIES BELLEVUE"
12431,"31485","31290","ST GERMIER"
12432,"31486","31410","ST HILAIRE"
12433,"31487","31800","ST IGNAN"
12434,"31488","31240","ST JEAN"
12435,"31489","31380","ST JEAN LHERM"
12436,"31490","31790","ST JORY"
12437,"31491","31540","ST JULIA"
12438,"31492","31220","ST JULIEN SUR GARONNE"
12439,"31493","31350","ST LARY BOUJEAN"
12440,"31494","31230","ST LAURENT"
12441,"31495","31560","ST LEON"
12442,"31496","31530","STE LIVRADE"
12443,"31497","31140","ST LOUP CAMMAS"
12444,"31498","31350","ST LOUP EN COMMINGES"
12445,"31499","31470","ST LYS"
12446,"31500","31110","ST MAMET"
12447,"31501","31590","ST MARCEL PAULEL"
12448,"31502","31800","ST MARCET"
12449,"31503","31360","ST MARTORY"
12450,"31504","31360","ST MEDARD"
12451,"31505","31220","ST MICHEL"
12452,"31506","31650","ST ORENS DE GAMEVILLE"
12453,"31507","31530","ST PAUL SUR SAVE"
12454,"31508","31110","ST PAUL D OUEIL"
12455,"31509","31510","ST PE D ARDET"
12456,"31510","31350","ST PE DELBOSC"
12457,"31511","31590","ST PIERRE"
12458,"31512","31570","ST PIERRE DE LAGES"
12459,"31513","31580","ST PLANCARD"
12460,"31514","31290","ST ROME"
12461,"31515","31620","ST RUSTICE"
12462,"31516","31790","ST SAUVEUR"
12463,"31517","31410","ST SULPICE SUR LEZE"
12464,"31518","31470","ST THOMAS"
12465,"31519","31290","ST VINCENT"
12466,"31520","31370","SAJAS"
12467,"31521","31260","SALEICH"
12468,"31522","31230","SALERM"
12469,"31523","31260","SALIES DU SALAT"
12470,"31524","31110","SALLES ET PRATVIEL"
12471,"31525","31390","SALLES SUR GARONNE"
12472,"31526","31880","LA SALVETAT ST GILLES"
12473,"31527","31460","LA SALVETAT LAURAGAIS"
12474,"31528","31350","SAMAN"
12475,"31529","31420","SAMOUILLAN"
12476,"31530","31220","SANA"
12477,"31531","31350","SARRECAVE"
12478,"31532","31350","SARREMEZAN"
12479,"31533","31600","SAUBENS"
12480,"31534","31460","SAUSSENS"
12481,"31535","31510","SAUVETERRE DE COMMINGES"
12482,"31536","31800","SAUX ET POMAREDE"
12483,"31537","31800","SAVARTHES"
12484,"31538","31370","SAVERES"
12485,"31539","31580","SEDEILHAC"
12486,"31540","31460","SEGREVILLE"
12487,"31541","31840","SEILH"
12488,"31542","31510","SEILHAN"
12489,"31543","31430","SENARENS"
12490,"31544","31160","SENGOUAGNET"
12491,"31545","31360","SEPX"
12492,"31546","31560","SEYRE"
12493,"31547","31600","SEYSSES"
12494,"31548","31440","SIGNAC"
12495,"31549","31110","SODE"
12496,"31550","31160","SOUEICH"
12497,"31551","31570","TARABEL"
12498,"31552","31420","TERREBASSE"
12499,"31553","31530","THIL"
12500,"31554","31260","TOUILLE"
12501,"31555","31000","TOULOUSE"
12502,"31555","31100","TOULOUSE"
12503,"31555","31200","TOULOUSE"
12504,"31555","31300","TOULOUSE"
12505,"31555","31400","TOULOUSE"
12506,"31555","31500","TOULOUSE"
12507,"31556","31210","LES TOURREILLES"
12508,"31557","31170","TOURNEFEUILLE"
12509,"31558","31460","TOUTENS"
12510,"31559","31110","TREBONS DE LUCHON"
12511,"31560","31290","TREBONS SUR LA GRASSE"
12512,"31561","31240","L UNION"
12513,"31562","31260","URAU"
12514,"31563","31340","VACQUIERS"
12515,"31564","31510","VALCABRERE"
12516,"31565","31800","VALENTINE"
12517,"31566","31290","VALLEGUE"
12518,"31567","31570","VALLESVILLES"
12519,"31568","31450","VARENNES"
12520,"31569","31250","VAUDREUILLE"
12521,"31570","31540","VAUX"
12522,"31571","31460","VENDINE"
12523,"31572","31810","VENERQUE"
12524,"31573","31590","VERFEIL"
12525,"31574","31810","VERNET"
12526,"31575","31320","VIEILLE TOULOUSE"
12527,"31576","31290","VIEILLEVIGNE"
12528,"31577","31480","VIGNAUX"
12529,"31578","31320","VIGOULET AUZIL"
12530,"31579","31380","VILLARIES"
12531,"31580","31860","VILLATE"
12532,"31581","31620","VILLAUDRIC"
12533,"31582","31290","VILLEFRANCHE DE LAURAGAIS"
12534,"31583","31340","VILLEMATIER"
12535,"31584","31340","VILLEMUR SUR TARN"
12536,"31585","31800","VILLENEUVE DE RIVIERE"
12537,"31586","31580","VILLENEUVE LECUSSAN"
12538,"31587","31620","VILLENEUVE LES BOULOC"
12539,"31588","31270","VILLENEUVE TOLOSANE"
12540,"31589","31290","VILLENOUVELLE"
12541,"31590","31440","BINOS"
12542,"31591","31260","ESCOULIS"
12543,"31592","31330","LARRA"
12544,"31593","31230","CAZAC"
12545,"32001","32290","AIGNAN"
12546,"32002","32270","ANSAN"
12547,"32003","32360","ANTRAS"
12548,"32004","32720","ARBLADE LE BAS"
12549,"32005","32110","ARBLADE LE HAUT"
12550,"32007","32430","ARDIZAS"
12551,"32008","32230","ARMENTIEUX"
12552,"32009","32230","ARMOUS ET CAU"
12553,"32010","32140","ARROUEDE"
12554,"32012","32270","AUBIET"
12555,"32013","32000","AUCH"
12556,"32014","32120","AUGNAX"
12557,"32015","32300","AUJAN MOURNEDE"
12558,"32016","32600","AURADE"
12559,"32017","32400","AURENSAN"
12560,"32018","32450","AURIMONT"
12561,"32019","32550","AUTERIVE"
12562,"32020","32170","AUX AUSSAT"
12563,"32021","32120","AVENSAC"
12564,"32022","32290","AVERON BERGELLE"
12565,"32023","32380","AVEZAN"
12566,"32024","32410","AYGUETINTE"
12567,"32025","32800","AYZIEU"
12568,"32026","32120","BAJONNETTE"
12569,"32027","32720","BARCELONNE DU GERS"
12570,"32028","32170","BARCUGNAN"
12571,"32029","32350","BARRAN"
12572,"32030","32300","BARS"
12573,"32031","32190","BASCOUS"
12574,"32032","32320","BASSOUES"
12575,"32033","32320","BAZIAN"
12576,"32034","32170","BAZUGUES"
12577,"32035","32410","BEAUCAIRE"
12578,"32036","32160","BEAUMARCHES"
12579,"32037","32100","BEAUMONT"
12580,"32038","32600","BEAUPUY"
12581,"32039","32730","BECCAS"
12582,"32040","32450","BEDECHAN"
12583,"32041","32140","BELLEGARDE"
12584,"32042","32300","BELLOC ST CLAMENS"
12585,"32043","32190","BELMONT"
12586,"32044","32100","BERAUT"
12587,"32045","32300","BERDOUES"
12588,"32046","32400","BERNEDE"
12589,"32047","32480","BERRAC"
12590,"32048","32420","BETCAVE AGUIN"
12591,"32049","32110","BETOUS"
12592,"32050","32730","BETPLAN"
12593,"32051","32130","BEZERIL"
12594,"32052","32310","BEZOLLES"
12595,"32053","32140","BEZUES BAJON"
12596,"32054","32350","BIRAN"
12597,"32055","32380","BIVES"
12598,"32056","32270","BLANQUEFORT"
12599,"32057","32100","BLAZIERT"
12600,"32058","32230","BLOUSSON SERIAN"
12601,"32059","32410","BONAS"
12602,"32060","32550","BOUCAGNERES"
12603,"32061","32450","BOULAUR"
12604,"32062","32370","BOURROUILLAN"
12605,"32063","32290","BOUZON GELLENAVE"
12606,"32064","32800","BRETAGNE D ARMAGNAC"
12607,"32065","32350","LE BROUILH MONBERT"
12608,"32066","32500","BRUGNENS"
12609,"32067","32140","CABAS LOUMASSES"
12610,"32068","32380","CADEILHAN"
12611,"32069","32220","CADEILLAN"
12612,"32070","32400","CAHUZAC SUR ADOUR"
12613,"32071","32190","CAILLAVET"
12614,"32072","32190","CALLIAN"
12615,"32073","32800","CAMPAGNE D ARMAGNAC"
12616,"32074","32400","CANNET"
12617,"32075","32100","CASSAIGNE"
12618,"32076","32450","CASTELNAU BARBARENS"
12619,"32077","32320","CASTELNAU D ANGLES"
12620,"32078","32500","CASTELNAU D ARBIEU"
12621,"32079","32440","CASTELNAU D AUZAN"
12622,"32080","32100","CASTELNAU SUR L AUVIGNON"
12623,"32081","32290","CASTELNAVET"
12624,"32082","32700","CASTERA LECTOUROIS"
12625,"32083","32410","CASTERA VERDUZAN"
12626,"32084","32380","CASTERON"
12627,"32085","32340","CASTET ARROUY"
12628,"32086","32170","CASTEX"
12629,"32087","32240","CASTEX D ARMAGNAC"
12630,"32088","32190","CASTILLON DEBATS"
12631,"32089","32360","CASTILLON MASSAS"
12632,"32090","32490","CASTILLON SAVES"
12633,"32091","32810","CASTIN"
12634,"32092","32200","CATONVIELLE"
12635,"32093","32400","CAUMONT"
12636,"32094","32110","CAUPENNE D ARMAGNAC"
12637,"32095","32100","CAUSSENS"
12638,"32096","32150","CAZAUBON"
12639,"32097","32190","CAZAUX D ANGLES"
12640,"32098","32130","CAZAUX SAVES"
12641,"32099","32230","CAZAUX VILLECOMTAL"
12642,"32100","32800","CAZENEUVE"
12643,"32101","32500","CERAN"
12644,"32102","32410","CEZAN"
12645,"32103","32140","CHELAN"
12646,"32104","32300","CLERMONT POUYGUILLES"
12647,"32105","32600","CLERMONT SAVES"
12648,"32106","32430","COLOGNE"
12649,"32107","32100","CONDOM"
12650,"32108","32400","CORNEILLAN"
12651,"32109","32160","COULOUME MONDEBAT"
12652,"32110","32330","COURRENSAN"
12653,"32111","32230","COURTIES"
12654,"32112","32270","CRASTES"
12655,"32113","32110","CRAVENCERES"
12656,"32114","32300","CUELAS"
12657,"32115","32190","DEMU"
12658,"32116","32170","DUFFORT"
12659,"32117","32810","DURAN"
12660,"32118","32260","DURBAN"
12661,"32119","32800","EAUZE"
12662,"32120","32430","ENCAUSSE"
12663,"32121","32130","ENDOUFIELLE"
